cluster,state,region,source,uor,lat,lng,military,incorporated,timezone,ranking,zips,id,wealth,density,literacy,employment,mortality,agriculture
13223,Georgia,Paulding,polygon,U,33.8771,-84.771,FALSE,TRUE,America/New_York,3,30141,1840014758,b:middle,highly dense,moderately educated,medium employment,medium mortality,best
13225,Georgia,Peach,polygon,U,32.5522,-83.8817,FALSE,TRUE,America/New_York,3,31030,1840013819,a:poor,highly dense,less educated,low employment,low mortality,low agriculture
13229,Georgia,Pierce,polygon,U,31.4088,-82.1132,FALSE,TRUE,America/New_York,3,31557 31556,1840014958,b:middle,moderately dense,less educated,medium employment,medium mortality,low agriculture
13231,Georgia,Pike,polygon,U,33.0918,-84.4385,FALSE,TRUE,America/New_York,3,30206,1840014853,b:middle,dense,less educated,medium employment,medium mortality,low agriculture
13233,Georgia,Polk,polygon,U,34.0225,-85.248,FALSE,TRUE,America/New_York,3,30125 30138,1840014752,a:poor,highly dense,less educated,low employment,low mortality,best
13235,Georgia,Pulaski,polygon,U,32.2964,-83.4814,FALSE,TRUE,America/New_York,3,31036,1840014904,a:poor,highly dense,less educated,low employment,low mortality,low agriculture
13237,Georgia,Putnam,polygon,U,33.2616,-83.2679,FALSE,FALSE,America/New_York,3,31024,1840139859,b:middle,moderately dense,less educated,medium employment,medium mortality,good agriculture
13243,Georgia,Randolph,polygon,U,31.6717,-84.8903,FALSE,FALSE,America/New_York,3,39836,1840027003,c:rich,moderately dense,less educated,high employment,high mortality,low agriculture
13245,Georgia,Richmond,polygon,U,33.2906,-82.0994,FALSE,TRUE,America/New_York,3,30815,1840014829,c:rich,moderately dense,less educated,high employment,medium mortality,low agriculture
13251,Georgia,Screven,polygon,U,32.5214,-81.5331,FALSE,TRUE,America/New_York,3,30449 30446,1840014863,b:middle,moderately dense,less educated,medium employment,high mortality,good agriculture
13253,Georgia,Seminole,polygon,U,31.0404,-84.8792,FALSE,TRUE,America/New_York,3,39845,1840014997,a:poor,dense,less educated,low employment,low mortality,good agriculture
13257,Georgia,Stephens,polygon,U,34.5027,-83.1967,FALSE,TRUE,America/New_York,3,30577 30557,1840015550,c:rich,moderately dense,less educated,high employment,high mortality,good agriculture
13259,Georgia,Stewart,polygon,U,32.0487,-84.798,FALSE,TRUE,America/New_York,3,31815,1840015832,a:poor,dense,less educated,low employment,low mortality,low agriculture
13261,Georgia,Sumter,polygon,U,32.0736,-84.2249,FALSE,TRUE,America/New_York,3,31709 31719,1840013841,a:poor,highly dense,less educated,low employment,low mortality,low agriculture
13263,Georgia,Talbot,polygon,U,32.5789,-84.5516,FALSE,TRUE,America/New_York,3,31810,1840016957,b:middle,moderately dense,less educated,medium employment,high mortality,good agriculture
13267,Georgia,Tattnall,polygon,U,32.2806,-82.1387,FALSE,TRUE,America/New_York,3,30420,1840014906,b:middle,dense,less educated,medium employment,high mortality,low agriculture
13269,Georgia,Taylor,polygon,U,32.5982,-84.3786,FALSE,FALSE,America/New_York,3,31039 31812,1840025898,c:rich,moderately dense,less educated,high employment,high mortality,low agriculture
13273,Georgia,Terrell,polygon,U,31.7199,-84.3477,FALSE,TRUE,America/New_York,3,39842 39885,1840018155,b:middle,moderately dense,less educated,medium employment,medium mortality,good agriculture
13275,Georgia,Thomas,polygon,U,30.8394,-83.9783,FALSE,TRUE,America/New_York,3,31792 31758 31799,1840015893,a:poor,highly dense,less educated,low employment,low mortality,good agriculture
13277,Georgia,Tift,polygon,U,31.3389,-83.5949,FALSE,TRUE,America/New_York,3,31775,1840014957,b:middle,dense,less educated,medium employment,medium mortality,good agriculture
13279,Georgia,Toombs,polygon,U,32.1713,-82.3298,FALSE,TRUE,America/New_York,3,30436,1840015819,c:rich,dense,less educated,high employment,high mortality,low agriculture
13287,Georgia,Turner,polygon,U,31.671,-83.6354,FALSE,TRUE,America/New_York,3,31790,1840015854,a:poor,dense,less educated,low employment,medium mortality,good agriculture
13289,Georgia,Twiggs,polygon,U,32.6863,-83.3433,FALSE,TRUE,America/New_York,3,31044,1840014871,a:poor,moderately dense,less educated,low employment,low mortality,low agriculture
13291,Georgia,Union,polygon,U,34.8761,-83.9548,FALSE,TRUE,America/New_York,3,30512 30514,1840013555,b:middle,dense,moderately educated,medium employment,medium mortality,low agriculture
13295,Georgia,Walker,polygon,U,34.9296,-85.294,FALSE,FALSE,America/New_York,3,30707 30741,1840013084,a:poor,dense,less educated,low employment,low mortality,low agriculture
13299,Georgia,Ware,polygon,U,31.2406,-82.3411,FALSE,FALSE,America/New_York,3,31501,1840029459,b:middle,dense,less educated,medium employment,medium mortality,low agriculture
13301,Georgia,Warren,polygon,U,33.4626,-82.7055,FALSE,TRUE,America/New_York,3,30821,1840014818,b:middle,moderately dense,less educated,medium employment,medium mortality,best
13303,Georgia,Washington,polygon,U,32.9827,-82.8089,FALSE,TRUE,America/New_York,3,31082,1840015746,a:poor,dense,less educated,low employment,low mortality,best
13305,Georgia,Wayne,polygon,U,31.6666,-82.0269,FALSE,TRUE,America/New_York,3,31555,1840014942,b:middle,moderately dense,less educated,medium employment,high mortality,low agriculture
13309,Georgia,Wheeler,polygon,U,32.1469,-82.7798,FALSE,TRUE,America/New_York,3,30411,1840015824,a:poor,highly dense,less educated,low employment,low mortality,low agriculture
13311,Georgia,White,polygon,U,34.6437,-83.7411,FALSE,FALSE,America/New_York,3,30528,1840025846,b:middle,moderately dense,moderately educated,medium employment,high mortality,low agriculture
13313,Georgia,Whitfield,polygon,U,34.8497,-85.0395,FALSE,TRUE,America/New_York,3,30755,1840015527,c:rich,dense,less educated,high employment,high mortality,low agriculture
13315,Georgia,Wilcox,polygon,U,32.1084,-83.5029,FALSE,TRUE,America/New_York,3,31071,1840017041,a:poor,moderately dense,less educated,low employment,medium mortality,good agriculture
13317,Georgia,Wilkes,polygon,U,33.8674,-82.742,FALSE,TRUE,America/New_York,3,30668,1840016771,b:middle,moderately dense,less educated,medium employment,medium mortality,low agriculture
13321,Georgia,Worth,polygon,U,31.5103,-83.7368,FALSE,TRUE,America/New_York,3,31781 31789,1840017062,b:middle,moderately dense,less educated,medium employment,high mortality,good agriculture
16001,Idaho,Ada,polygon,U,43.7223,-116.3861,FALSE,TRUE,America/Boise,3,83616,1840018642,b:middle,dense,highly educated,medium employment,low mortality,low agriculture
16003,Idaho,Adams,polygon,U,44.7329,-116.4376,FALSE,TRUE,America/Boise,3,83612,1840018584,a:poor,dense,moderately educated,low employment,low mortality,best
16005,Idaho,Bannock,polygon,U,42.6504,-112.1901,FALSE,TRUE,America/Boise,3,83250,1840020070,c:rich,moderately dense,highly educated,high employment,high mortality,good agriculture
16007,Idaho,Bear Lake,polygon,U,42.2273,-111.4032,FALSE,TRUE,America/Boise,3,83261,1840020092,a:poor,moderately dense,moderately educated,low employment,low mortality,good agriculture
16009,Idaho,Benewah,polygon,U,47.3301,-116.8849,FALSE,TRUE,America/Los_Angeles,3,83851,1840019851,a:poor,dense,moderately educated,low employment,low mortality,good agriculture
16011,Idaho,Bingham,polygon,U,43.2235,-112.3755,FALSE,FALSE,America/Boise,3,83221,1840024023,b:middle,dense,moderately educated,medium employment,medium mortality,best
16013,Idaho,Blaine,polygon,U,43.5141,-114.3,FALSE,TRUE,America/Boise,3,83333,1840020028,a:poor,highly dense,highly educated,low employment,low mortality,good agriculture
16017,Idaho,Bonner,polygon,U,48.3091,-116.539,FALSE,TRUE,America/Los_Angeles,3,83864 83852,1840019771,b:middle,moderately dense,moderately educated,medium employment,medium mortality,low agriculture
16019,Idaho,Bonneville,polygon,U,43.5258,-111.9308,FALSE,TRUE,America/Boise,3,83427 83401,1840018645,c:rich,highly dense,moderately educated,high employment,medium mortality,good agriculture
16021,Idaho,Boundary,polygon,U,48.7247,-116.1954,FALSE,TRUE,America/Los_Angeles,3,83845,1840019755,b:middle,dense,moderately educated,medium employment,medium mortality,low agriculture
16023,Idaho,Butte,polygon,U,43.6316,-113.3017,FALSE,TRUE,America/Boise,3,83213,1840018627,b:middle,dense,moderately educated,medium employment,low mortality,good agriculture
16025,Idaho,Camas,polygon,U,43.3489,-114.8006,FALSE,TRUE,America/Boise,3,83327,1840020044,a:poor,dense,moderately educated,low employment,low mortality,good agriculture
16027,Idaho,Canyon,polygon,U,43.7864,-116.9429,FALSE,TRUE,America/Boise,3,83660,1840020043,c:rich,highly dense,less educated,high employment,high mortality,good agriculture
16029,Idaho,Caribou,polygon,U,42.659,-111.5877,FALSE,TRUE,America/Boise,3,83276,1840021297,a:poor,dense,moderately educated,low employment,low mortality,good agriculture
16031,Idaho,Cassia,polygon,U,42.4097,-113.5805,FALSE,TRUE,America/Boise,3,83311,1840018682,c:rich,dense,less educated,high employment,high mortality,best
16033,Idaho,Clark,polygon,U,44.3769,-112.1897,FALSE,TRUE,America/Boise,3,83446,1840021259,b:middle,moderately dense,less educated,medium employment,medium mortality,best
16035,Idaho,Clearwater,polygon,U,46.4866,-116.2568,FALSE,TRUE,America/Los_Angeles,3,83544,1840019876,a:poor,highly dense,moderately educated,low employment,low mortality,good agriculture
16037,Idaho,Custer,polygon,U,43.912,-113.6128,FALSE,TRUE,America/Boise,3,83251,1840019985,a:poor,dense,moderately educated,low employment,low mortality,low agriculture
16039,Idaho,Elmore,polygon,U,42.9502,-115.307,FALSE,TRUE,America/Boise,3,83623,1840020016,b:middle,dense,moderately educated,medium employment,medium mortality,low agriculture
16041,Idaho,Franklin,polygon,U,42.0124,-111.8036,FALSE,TRUE,America/Boise,3,83237,1840020097,a:poor,dense,moderately educated,medium employment,medium mortality,low agriculture
16043,Idaho,Fremont,polygon,U,43.8872,-111.6724,FALSE,TRUE,America/Boise,3,83448 83451,1840021256,a:poor,highly dense,less educated,medium employment,low mortality,low agriculture
16045,Idaho,Gem,polygon,U,43.8685,-116.489,FALSE,TRUE,America/Boise,3,83617,1840020000,a:poor,highly dense,less educated,low employment,low mortality,low agriculture
16047,Idaho,Gooding,polygon,U,42.7745,-114.7025,FALSE,TRUE,America/Boise,3,83355,1840021296,a:poor,highly dense,less educated,low employment,low mortality,low agriculture
16049,Idaho,Idaho,polygon,U,46.0509,-116.3498,FALSE,TRUE,America/Los_Angeles,3,83522,1840018483,b:middle,highly dense,moderately educated,medium employment,medium mortality,best
16051,Idaho,Jefferson,polygon,U,43.9219,-112.2027,FALSE,TRUE,America/Boise,3,83425,1840020018,c:rich,dense,moderately educated,high employment,high mortality,best
16053,Idaho,Jerome,polygon,U,42.7183,-114.5159,FALSE,TRUE,America/Boise,3,83338,1840018680,a:poor,highly dense,less educated,low employment,low mortality,good agriculture
16055,Idaho,Kootenai,polygon,U,47.6726,-116.7472,FALSE,TRUE,America/Los_Angeles,3,83814,1840019805,c:rich,highly dense,moderately educated,high employment,high mortality,low agriculture
16057,Idaho,Latah,polygon,U,46.9282,-116.8896,FALSE,TRUE,America/Los_Angeles,3,83855,1840019869,c:rich,highly dense,highly educated,high employment,high mortality,good agriculture
16059,Idaho,Lemhi,polygon,U,44.6801,-113.3593,FALSE,TRUE,America/Boise,3,83464,1840019945,c:rich,moderately dense,moderately educated,high employment,high mortality,low agriculture
16061,Idaho,Lewis,polygon,U,46.3229,-116.5429,FALSE,TRUE,America/Los_Angeles,3,83548,1840019901,b:middle,moderately dense,moderately educated,high employment,high mortality,best
16063,Idaho,Lincoln,polygon,U,42.9127,-114.2663,FALSE,TRUE,America/Boise,3,83324,1840018663,b:middle,highly dense,less educated,medium employment,low mortality,best
16065,Idaho,Madison,polygon,U,43.8222,-111.7924,FALSE,TRUE,America/Boise,3,83460 83440,1840020037,a:poor,highly dense,moderately educated,low employment,low mortality,good agriculture
16067,Idaho,Minidoka,polygon,U,42.7539,-113.4901,FALSE,TRUE,America/Boise,3,83350 83343,1840020067,c:rich,highly dense,less educated,high employment,high mortality,good agriculture
16069,Idaho,Nez Perce,polygon,U,46.3934,-116.9934,FALSE,TRUE,America/Los_Angeles,3,83501,1840019897,a:poor,highly dense,moderately educated,low employment,low mortality,low agriculture
16071,Idaho,Oneida,polygon,U,42.1903,-112.25,FALSE,TRUE,America/Boise,3,83252,1840020093,a:poor,highly dense,moderately educated,low employment,low mortality,good agriculture
16073,Idaho,Owyhee,polygon,U,42.984,-116.0918,FALSE,TRUE,America/Boise,3,83624,1840020048,b:middle,dense,less educated,medium employment,medium mortality,good agriculture
16075,Idaho,Payette,polygon,U,43.9705,-116.8187,FALSE,TRUE,America/Boise,3,83655,1840020014,a:poor,highly dense,less educated,low employment,medium mortality,low agriculture
16077,Idaho,Power,polygon,U,42.8847,-112.5942,FALSE,TRUE,America/Boise,3,83204,1840036681,b:middle,moderately dense,less educated,medium employment,low mortality,good agriculture
16081,Idaho,Teton,polygon,U,43.7294,-111.103,FALSE,TRUE,America/Boise,3,83422,1840018635,a:poor,dense,moderately educated,low employment,low mortality,low agriculture
16083,Idaho,Twin Falls,polygon,U,42.5313,-114.3012,FALSE,TRUE,America/Boise,3,83334,1840020081,c:rich,highly dense,moderately educated,high employment,high mortality,good agriculture
16085,Idaho,Valley,polygon,U,44.5086,-116.0425,FALSE,TRUE,America/Boise,3,83611,1840018585,b:middle,moderately dense,highly educated,medium employment,low mortality,best
16087,Idaho,Washington,polygon,U,44.4618,-116.7435,FALSE,TRUE,America/Boise,3,83645,1840019986,b:middle,moderately dense,less educated,medium employment,high mortality,best
17001,Illinois,Adams,polygon,U,39.8842,-91.1084,FALSE,TRUE,America/Chicago,3,62347,1840012363,c:rich,highly dense,highly educated,high employment,high mortality,best
17003,Illinois,Alexander,polygon,U,37.2416,-89.2714,FALSE,TRUE,America/Chicago,3,62988 62993,1840013020,a:poor,moderately dense,less educated,low employment,medium mortality,low agriculture
17005,Illinois,Bond,polygon,U,38.7772,-89.5645,FALSE,TRUE,America/Chicago,3,62273 62275,1840012783,b:middle,dense,moderately educated,medium employment,medium mortality,good agriculture
17007,Illinois,Boone,polygon,U,42.3524,-88.8693,FALSE,FALSE,America/Chicago,3,61065,1840141570,b:middle,highly dense,moderately educated,low employment,low mortality,good agriculture
17009,Illinois,Brown,polygon,U,39.9854,-90.7641,FALSE,TRUE,America/Chicago,3,62353,1840008395,a:poor,highly dense,moderately educated,low employment,low mortality,good agriculture
17011,Illinois,Bureau,polygon,U,41.3573,-89.7372,FALSE,TRUE,America/Chicago,3,61361,1840011582,b:middle,highly dense,highly educated,medium employment,medium mortality,best
17013,Illinois,Calhoun,polygon,U,39.2971,-90.6127,FALSE,TRUE,America/Chicago,3,62053,1840012685,a:poor,moderately dense,moderately educated,low employment,medium mortality,low agriculture
17015,Illinois,Carroll,polygon,U,42.0904,-90.1396,FALSE,TRUE,America/Chicago,3,61074,1840009180,a:poor,highly dense,moderately educated,low employment,low mortality,best
17017,Illinois,Cass,polygon,U,39.9525,-90.2107,FALSE,TRUE,America/Chicago,3,62691,1840010528,a:poor,highly dense,less educated,low employment,low mortality,best
17019,Illinois,Champaign,polygon,U,40.3031,-88.1549,FALSE,TRUE,America/Chicago,3,61866,1840012227,b:middle,highly dense,highly educated,medium employment,low mortality,best
17021,Illinois,Christian,polygon,U,39.5919,-89.4258,FALSE,TRUE,America/Chicago,3,62517,1840010599,c:rich,highly dense,moderately educated,high employment,high mortality,best
17023,Illinois,Clark,polygon,U,39.215,-87.6657,FALSE,FALSE,America/Chicago,3,62477,1840025612,b:middle,moderately dense,moderately educated,medium employment,medium mortality,best
17025,Illinois,Clay,polygon,U,38.6688,-88.4758,FALSE,TRUE,America/Chicago,3,62839,1840008579,a:poor,highly dense,moderately educated,low employment,low mortality,best
17027,Illinois,Clinton,polygon,U,38.607,-89.6844,FALSE,TRUE,America/Chicago,3,62293,1840010764,a:poor,highly dense,highly educated,low employment,low mortality,best
17029,Illinois,Coles,polygon,U,39.4774,-88.3627,FALSE,TRUE,America/Chicago,3,61938,1840008449,a:poor,highly dense,highly educated,low employment,low mortality,best
17031,Illinois,Cook,polygon,U,42.1347,-87.7641,FALSE,TRUE,America/Chicago,3,60093 60022,1840011279,c:rich,highly dense,less educated,high employment,high mortality,good agriculture
17033,Illinois,Crawford,polygon,U,39.1689,-87.673,FALSE,FALSE,America/Chicago,3,62478,1840024531,c:rich,dense,moderately educated,high employment,high mortality,best
17035,Illinois,Cumberland,polygon,U,39.3215,-88.4504,FALSE,TRUE,America/Chicago,3,62447,1840008512,a:poor,highly dense,moderately educated,low employment,low mortality,good agriculture
17039,Illinois,De Witt,polygon,U,40.2218,-88.9612,FALSE,TRUE,America/Chicago,3,61777,1840012316,b:middle,highly dense,moderately educated,medium employment,medium mortality,best
17041,Illinois,Douglas,polygon,U,39.8644,-88.16,FALSE,TRUE,America/Chicago,3,61956,1840010588,a:poor,highly dense,moderately educated,low employment,low mortality,low agriculture
17045,Illinois,Edgar,polygon,U,39.6148,-87.6905,FALSE,TRUE,America/Chicago,3,61944,1840009542,a:poor,highly dense,moderately educated,low employment,low mortality,best
17047,Illinois,Edwards,polygon,U,38.4449,-87.9975,FALSE,TRUE,America/Chicago,3,62815,1840012889,b:middle,moderately dense,highly educated,medium employment,medium mortality,good agriculture
17049,Illinois,Effingham,polygon,U,38.9537,-88.6259,FALSE,TRUE,America/Chicago,3,62443,1840009688,c:rich,moderately dense,highly educated,high employment,high mortality,best
17051,Illinois,Fayette,polygon,U,38.8676,-88.8505,FALSE,TRUE,America/Chicago,3,62880,1840012736,b:middle,dense,moderately educated,medium employment,high mortality,low agriculture
17053,Illinois,Ford,polygon,U,40.5709,-88.2471,FALSE,TRUE,America/Chicago,3,60952,1840011878,b:middle,highly dense,highly educated,medium employment,medium mortality,best
17055,Illinois,Franklin,polygon,U,37.9721,-89.1111,FALSE,FALSE,America/Chicago,3,62865,1840025691,c:rich,dense,moderately educated,high employment,high mortality,low agriculture
17057,Illinois,Fulton,polygon,U,40.4744,-90.2949,FALSE,TRUE,America/Chicago,3,61477,1840012018,c:rich,dense,moderately educated,high employment,high mortality,best
17059,Illinois,Gallatin,polygon,U,37.9025,-88.1279,FALSE,TRUE,America/Chicago,3,62867,1840012971,a:poor,moderately dense,moderately educated,low employment,medium mortality,good agriculture
17061,Illinois,Greene,polygon,U,39.2693,-90.2066,FALSE,TRUE,America/Chicago,3,62081,1840012667,b:middle,moderately dense,moderately educated,medium employment,high mortality,best
17063,Illinois,Grundy,polygon,U,41.2763,-88.2805,FALSE,TRUE,America/Chicago,3,60407 60416,1840011613,b:middle,highly dense,highly educated,low employment,low mortality,best
17065,Illinois,Hamilton,polygon,U,38.0902,-88.5386,FALSE,TRUE,America/Chicago,3,62859,1840008671,a:poor,highly dense,highly educated,low employment,low mortality,best
17067,Illinois,Hancock,polygon,U,40.5457,-91.3829,FALSE,TRUE,America/Chicago,3,62354,1840008341,a:poor,moderately dense,highly educated,low employment,medium mortality,best
17069,Illinois,Hardin,polygon,U,37.4239,-88.3501,FALSE,TRUE,America/Chicago,3,62982,1840009894,a:poor,dense,moderately educated,low employment,low mortality,low agriculture
17071,Illinois,Henderson,polygon,U,40.8539,-90.8621,FALSE,TRUE,America/Chicago,3,61418,1840011790,a:poor,dense,moderately educated,medium employment,medium mortality,best
17073,Illinois,Henry,polygon,U,41.3515,-90.3767,FALSE,TRUE,America/Chicago,3,61273,1840011587,b:middle,highly dense,highly educated,medium employment,medium mortality,good agriculture
17075,Illinois,Iroquois,polygon,U,40.5162,-88.0759,FALSE,TRUE,America/Chicago,3,60948,1840011857,b:middle,moderately dense,moderately educated,medium employment,high mortality,best
17077,Illinois,Jackson,polygon,U,37.9013,-89.3398,FALSE,TRUE,America/Chicago,3,62994,1840012967,c:rich,dense,moderately educated,high employment,high mortality,good agriculture
17079,Illinois,Jasper,polygon,U,39.1043,-88.1499,FALSE,TRUE,America/Chicago,3,62432,1840012759,c:rich,moderately dense,highly educated,high employment,high mortality,best
17081,Illinois,Jefferson,polygon,U,38.3256,-88.7366,FALSE,TRUE,America/Chicago,3,62814,1840012910,c:rich,dense,moderately educated,high employment,high mortality,best
17083,Illinois,Jersey,polygon,U,39.1546,-90.1642,FALSE,TRUE,America/Chicago,3,62030,1840012714,c:rich,highly dense,highly educated,high employment,high mortality,low agriculture
17085,Illinois,Jo Daviess,polygon,U,42.4302,-90.1642,FALSE,FALSE,America/Chicago,3,61001,1840026205,b:middle,moderately dense,highly educated,medium employment,medium mortality,good agriculture
17087,Illinois,Johnson,polygon,U,37.4715,-88.9746,FALSE,TRUE,America/Chicago,3,62912,1840010865,b:middle,moderately dense,moderately educated,medium employment,high mortality,low agriculture
17089,Illinois,Kane,polygon,U,41.7669,-88.5264,FALSE,TRUE,America/Chicago,3,60554 60511,1840011342,c:rich,moderately dense,moderately educated,high employment,high mortality,good agriculture
17091,Illinois,Kankakee,polygon,U,41.145,-88.0539,FALSE,TRUE,America/Chicago,3,60913,1840011691,c:rich,dense,moderately educated,high employment,high mortality,best
17093,Illinois,Kendall,polygon,U,41.6561,-88.4508,FALSE,TRUE,America/Chicago,3,60560 60512,1840010216,a:poor,highly dense,highly educated,low employment,low mortality,good agriculture
17095,Illinois,Knox,polygon,U,41.1093,-90.3988,FALSE,TRUE,America/Chicago,3,61472,1840011764,c:rich,dense,moderately educated,high employment,high mortality,best
17097,Illinois,Lake,polygon,U,42.379,-88.0811,FALSE,TRUE,America/Chicago,2,60073,1840011171,a:poor,highly dense,moderately educated,low employment,low mortality,low agriculture
17101,Illinois,Lawrence,polygon,U,38.7197,-87.8726,FALSE,TRUE,America/Chicago,3,62466,1840009781,a:poor,highly dense,moderately educated,low employment,low mortality,good agriculture
17103,Illinois,Lee,polygon,U,41.729,-89.3679,FALSE,TRUE,America/Chicago,3,61310 61021,1840007050,b:middle,moderately dense,moderately educated,medium employment,medium mortality,best
17105,Illinois,Livingston,polygon,U,40.6537,-88.3999,FALSE,TRUE,America/Chicago,3,61775,1840011789,c:rich,moderately dense,moderately educated,high employment,high mortality,best
17107,Illinois,Logan,polygon,U,40.0669,-89.4429,FALSE,TRUE,America/Chicago,3,62634,1840010476,c:rich,dense,moderately educated,high employment,high mortality,low agriculture
17109,Illinois,McDonough,polygon,U,40.3269,-90.6082,FALSE,TRUE,America/Chicago,3,61440,1840012111,c:rich,highly dense,highly educated,high employment,high mortality,best
17111,Illinois,McHenry,polygon,U,42.4028,-88.2117,FALSE,FALSE,America/Chicago,3,60050 60051,1840004635,c:rich,highly dense,highly educated,high employment,high mortality,best
17113,Illinois,McLean,polygon,U,40.4857,-89.0993,FALSE,FALSE,America/Chicago,3,61705,1840025538,c:rich,dense,highly educated,high employment,high mortality,best
17115,Illinois,Macon,polygon,U,39.7117,-88.9965,FALSE,TRUE,America/Chicago,3,62544,1840009485,c:rich,dense,moderately educated,high employment,high mortality,low agriculture
17117,Illinois,Macoupin,polygon,U,39.1258,-89.8173,FALSE,TRUE,America/Chicago,3,62033,1840008489,a:poor,highly dense,highly educated,low employment,low mortality,best
17119,Illinois,Madison,polygon,U,38.7631,-90.0816,FALSE,FALSE,America/Chicago,3,62040,1840026704,c:rich,highly dense,highly educated,high employment,high mortality,good agriculture
17121,Illinois,Marion,polygon,U,38.6183,-88.7876,FALSE,TRUE,America/Chicago,3,62849,1840012843,c:rich,dense,moderately educated,high employment,high mortality,low agriculture
17123,Illinois,Marshall,polygon,U,41.0486,-89.0522,FALSE,TRUE,America/Chicago,3,61377,1840010321,a:poor,highly dense,highly educated,low employment,medium mortality,low agriculture
17125,Illinois,Mason,polygon,U,40.1906,-90.1425,FALSE,TRUE,America/Chicago,3,62617,1840012205,b:middle,dense,moderately educated,medium employment,high mortality,low agriculture
17127,Illinois,Massac,polygon,U,37.1258,-88.6279,FALSE,TRUE,America/Chicago,3,62910,1840006448,a:poor,highly dense,moderately educated,low employment,medium mortality,low agriculture
17129,Illinois,Menard,polygon,U,40.085,-89.7407,FALSE,TRUE,America/Chicago,3,62642,1840012398,a:poor,dense,highly educated,low employment,medium mortality,good agriculture
17131,Illinois,Mercer,polygon,U,41.0904,-90.4748,FALSE,TRUE,America/Chicago,3,61466,1840011679,b:middle,dense,highly educated,medium employment,high mortality,best
17133,Illinois,Monroe,polygon,U,38.3402,-90.1538,FALSE,TRUE,America/Chicago,3,62298,1840010803,a:poor,highly dense,highly educated,low employment,low mortality,good agriculture
17135,Illinois,Montgomery,polygon,U,39.167,-89.4735,FALSE,TRUE,America/Chicago,3,62049,1840007364,a:poor,dense,moderately educated,low employment,low mortality,low agriculture
17137,Illinois,Morgan,polygon,U,39.5925,-89.9528,FALSE,TRUE,America/Chicago,3,62692,1840010590,b:middle,highly dense,moderately educated,medium employment,medium mortality,low agriculture
17139,Illinois,Moultrie,polygon,U,39.6441,-88.7412,FALSE,TRUE,America/Chicago,3,61914,1840012560,a:poor,highly dense,highly educated,low employment,low mortality,best
17141,Illinois,Ogle,polygon,U,42.1236,-89.404,FALSE,TRUE,America/Chicago,3,61047,1840011232,c:rich,dense,moderately educated,high employment,high mortality,best
17143,Illinois,Peoria,polygon,U,40.935,-89.7547,FALSE,TRUE,America/Chicago,3,61559,1840011926,c:rich,highly dense,highly educated,high employment,high mortality,best
17145,Illinois,Perry,polygon,U,38.0333,-89.24,FALSE,TRUE,America/Chicago,3,62832,1840012946,c:rich,moderately dense,moderately educated,high employment,high mortality,low agriculture
17147,Illinois,Piatt,polygon,U,39.9229,-88.5724,FALSE,TRUE,America/Chicago,3,61813,1840012320,a:poor,highly dense,highly educated,low employment,low mortality,best
17149,Illinois,Pike,polygon,U,39.5612,-90.7234,FALSE,TRUE,America/Chicago,3,62363,1840012542,c:rich,moderately dense,moderately educated,high employment,high mortality,low agriculture
17151,Illinois,Pope,polygon,U,37.5005,-88.5847,FALSE,TRUE,America/Chicago,3,62928,1840013001,b:middle,moderately dense,moderately educated,medium employment,medium mortality,low agriculture
17153,Illinois,Pulaski,polygon,U,37.1145,-89.2024,FALSE,TRUE,America/Chicago,3,62964,1840008775,a:poor,dense,moderately educated,low employment,low mortality,low agriculture
17155,Illinois,Putnam,polygon,U,41.2637,-89.23,FALSE,TRUE,America/Chicago,3,61326,1840011684,a:poor,highly dense,highly educated,low employment,low mortality,good agriculture
17157,Illinois,Randolph,polygon,U,38.2096,-89.9998,FALSE,TRUE,America/Chicago,3,62278,1840009841,a:poor,highly dense,moderately educated,low employment,low mortality,low agriculture
17159,Illinois,Richland,polygon,U,38.6974,-88.2234,FALSE,TRUE,America/Chicago,3,62868,1840012833,b:middle,dense,highly educated,medium employment,medium mortality,best
17161,Illinois,Rock Island,polygon,U,41.6108,-90.1751,FALSE,TRUE,America/Chicago,3,61257,1840011438,c:rich,dense,moderately educated,high employment,high mortality,good agriculture
17165,Illinois,Saline,polygon,U,37.8262,-88.5304,FALSE,TRUE,America/Chicago,3,62977,1840012975,c:rich,moderately dense,highly educated,high employment,high mortality,good agriculture
17167,Illinois,Sangamon,polygon,U,39.7577,-89.9026,FALSE,TRUE,America/Chicago,3,62670,1840012440,c:rich,moderately dense,highly educated,high employment,high mortality,best
17169,Illinois,Schuyler,polygon,U,40.1199,-90.5666,FALSE,TRUE,America/Chicago,3,62681,1840009452,a:poor,highly dense,moderately educated,low employment,low mortality,good agriculture
17171,Illinois,Scott,polygon,U,39.7191,-90.4961,FALSE,TRUE,America/Chicago,3,62621,1840012565,b:middle,moderately dense,moderately educated,medium employment,high mortality,good agriculture
17173,Illinois,Shelby,polygon,U,39.479,-88.8614,FALSE,FALSE,America/Chicago,3,62565,1840025595,c:rich,dense,moderately educated,high employment,high mortality,low agriculture
17175,Illinois,Stark,polygon,U,41.1773,-89.6582,FALSE,TRUE,America/Chicago,3,61421,1840011729,a:poor,highly dense,highly educated,low employment,low mortality,good agriculture
17177,Illinois,Stephenson,polygon,U,42.4929,-89.7949,FALSE,TRUE,America/Chicago,3,61089,1840011119,c:rich,dense,highly educated,high employment,high mortality,best
